slug,corpus,token_count,vocabulary_size,lambda_mech,test_avg_nll,test_loglike,train_step2_gain,train_step2_expression,heldout_step2_gain,heldout_step2_help,heldout_step2_expression,k,w,alpha_tail,beta_tail,transition_fraction,success,optimizer_message,canonical_source
jane_eyre,Jane Eyre,189604,12541,0.1,6.640207647330734,-252055.64208502733,-0.0009059554282722093,"eml[sub[x,1],eml[x,1]]",0.44261279200977544,True,"pow[mul[x,x],eml[1,x]]",82.93346479906769,1.3283356436654548,1.8781158502216477,3.346758608049007,0.4681733278708032,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
jane_eyre,Jane Eyre,189604,12541,1.0,6.640298748131298,-252059.10018031593,-0.00094001193215279,"eml[sub[x,1],eml[x,1]]",0.4427285287498549,True,"pow[mul[x,x],eml[1,x]]",82.80047186027295,1.3241933778429789,1.8781442773879322,3.3440373298869273,0.4680032591747162,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
jane_eyre,Jane Eyre,189604,12541,10.0,6.930154007887527,-263061.71598540264,0.07120019781100578,"mul[sub[x,1],add[x,x]]",0.31511399464518886,True,"pow[mul[x,x],eml[1,x]]",94.86711943878534,1.8681525384219508,1.8785251368283629,53.69364701119213,0.48241958748509833,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
jane_eyre,Jane Eyre,189604,12541,100.0,6.682442126223957,-253658.82066933517,0.0013756232276477265,"eml[log[x],add[1,x]]",0.4417970354995213,True,"pow[mul[x,x],eml[1,x]]",117.98299434304242,1.5873413364631999,2.8017698456316085,26.128866531151647,0.5055274509909813,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
dubliners,Dubliners,69264,7157,0.01,6.517220601713122,-90452.50473117642,-0.0012939269524014918,"eml[sub[x,1],eml[x,1]]",0.6312901040212743,True,"eml[mul[x,x],eml[1,x]]",102.56715300908586,0.3186230189691567,1.3830745841804324,7.684213980520352,0.5216987363956841,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
dubliners,Dubliners,69264,7157,0.1,6.517312160735382,-90453.77547884636,-0.0013285012404734842,"eml[sub[x,1],eml[x,1]]",0.6323145514496633,True,"eml[mul[x,x],eml[1,x]]",102.38967146189331,0.3286614121003644,1.3856678091526002,7.776523610019483,0.5215036121849072,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
dubliners,Dubliners,69264,7157,1.0,6.517381512802062,-90454.7380161798,-0.00135016210694211,"eml[sub[x,1],eml[x,1]]",0.6330038485834617,True,"eml[mul[x,x],eml[1,x]]",102.46677379840497,0.33348285330882327,1.3877543988326295,7.862434474639033,0.521588420445459,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
dubliners,Dubliners,69264,7157,10.0,6.517437408351043,-90455.51379050412,-0.001364899097528044,"eml[sub[x,1],eml[x,1]]",0.6335448176513673,True,"eml[mul[x,x],eml[1,x]]",102.53668720904344,0.3369053604484712,1.3895270558212143,7.941954877517661,0.5216652661402155,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
dubliners,Dubliners,69264,7157,100.0,6.5174894421934875,-90456.23596820341,-0.0013776380380637332,"eml[sub[x,1],eml[x,1]]",0.6340263395275416,True,"eml[mul[x,x],eml[1,x]]",102.60456405638918,0.340311901143968,1.3911918760486313,8.019294275632834,0.5217398232229787,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
the_iliad,The Iliad,194969,12300,0.01,6.8804239183336975,-268673.67358701257,0.041475640420214926,"eml[neg[x],add[x,x]]",0.3550633366601156,True,"pow[mul[x,x],eml[1,x]]",135.17903528953306,0.050000000254746796,1.366441854166466,8.837598562768761,0.521016816942495,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
the_iliad,The Iliad,194969,12300,0.1,6.87809158265459,-268582.5982110791,0.00038185232342388686,"eml[sub[x,1],eml[x,1]]",0.37426737489109707,True,"pow[mul[x,x],eml[1,x]]",144.96720059161447,0.4520555613214515,1.4225607499485664,10.537251939248678,0.5284400722262136,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
the_iliad,The Iliad,194969,12300,1.0,6.878081399898542,-268582.20058463817,0.0003141763127353092,"eml[sub[x,1],eml[x,1]]",0.3758586486448907,True,"pow[mul[x,x],eml[1,x]]",145.65732890530788,0.4671214206540302,1.429434388648647,10.986600564198344,0.5289443844203229,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
the_iliad,The Iliad,194969,12300,10.0,6.878062466944764,-268581.46127172606,0.0002743432542522406,"eml[sub[x,1],eml[x,1]]",0.37681135915383257,True,"pow[mul[x,x],eml[1,x]]",145.67078264648174,0.485391126931261,1.4351965086135294,11.432783786699467,0.5289541919978489,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
the_iliad,The Iliad,194969,12300,100.0,6.878055161643667,-268581.17600702355,0.00020385185414736884,"eml[sub[x,1],eml[x,1]]",0.37666989135302553,True,"pow[mul[x,x],eml[1,x]]",145.61621135198612,0.4978487940874696,1.4395394593636315,11.812625290932381,0.5289144047186066,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
democracy_in_america,Democracy in America,187753,9301,0.01,6.310539469479433,-237642.29534165649,0.0004316605257476125,"eml[sub[x,1],eml[x,1]]",0.3508612920041408,True,"pow[mul[x,x],eml[1,x]]",117.98740232720965,1.039135249550734,1.3805759739923897,6.032103679433636,0.5220663130273769,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
democracy_in_america,Democracy in America,187753,9301,0.1,6.348338698594432,-239065.73871166914,0.22840618734048337,"div[sqrt[x],eml[x,x]]",0.650016932237937,True,"eml[mul[x,x],eml[1,x]]",1184.6074787868351,1.8204167626054115,5.9995712938316075,0.001596080137793443,0.7744869625714332,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
democracy_in_america,Democracy in America,187753,9301,1.0,6.312225320061417,-237705.78110287286,0.0010973269895051263,"eml[sub[x,1],eml[x,1]]",0.3536511469562301,True,"pow[mul[x,x],eml[1,x]]",120.30670833114331,1.8008383189805885,1.0014011676303292,0.0016311445841717396,0.5241966246438466,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
democracy_in_america,Democracy in America,187753,9301,10.0,6.311823221136617,-237690.6388615627,0.0008120852405388568,"eml[sub[x,1],eml[x,1]]",0.34419159473548055,True,"pow[mul[x,x],eml[1,x]]",117.0365412740175,1.8137722958947158,1.0014011676303292,0.0018691411403732243,0.5211808060291548,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
democracy_in_america,Democracy in America,187753,9301,100.0,6.330574119788491,-238396.76020299498,0.004197634139942064,"sub[sqrt[x],pow[x,x]]",0.3749374233910905,True,"pow[mul[x,x],eml[1,x]]",193.78587514243873,1.7281255526255639,5.999607675873522,0.0016257717585986917,0.5763651335759715,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
origin_of_species,Origin of Species,156024,6887,0.01,6.373698730785917,-199356.54890152192,-5.556200972622882e-05,"eml[sub[x,1],eml[x,1]]",0.31006688371604096,True,"pow[mul[x,x],eml[1,x]]",101.34861757811832,1.1356590094525723,1.5368615770861696,13.531064524390725,0.5226164948707078,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
origin_of_species,Origin of Species,156024,6887,0.1,6.417496221600333,-200726.4468192152,0.15275626694734476,"div[sqrt[x],eml[x,x]]",0.5199274665559204,True,"eml[mul[x,x],eml[1,x]]",582.8834257527382,1.6635522527342186,5.99935261370319,0.0015960801377943312,0.7205732228686133,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
origin_of_species,Origin of Species,156024,6887,1.0,6.376440986003278,-199442.32116021053,0.006340258257848147,"eml[neg[x],add[x,x]]",0.30523831469890417,True,"pow[mul[x,x],eml[1,x]]",102.51825345459436,1.3968731726021664,1.0019717681680829,0.0022061469767758485,0.5239149134501114,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
origin_of_species,Origin of Species,156024,6887,10.0,6.3856437353038835,-199730.16475283485,0.008144996551445821,"sub[sqrt[x],pow[x,x]]",0.3487787714571283,True,"pow[mul[x,x],eml[1,x]]",160.31373648717565,1.3753706136654857,2.790715671776309,0.18757279962817255,0.5745058503472568,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
origin_of_species,Origin of Species,156024,6887,100.0,6.382669334743493,-199637.131452107,0.0018492790914510782,"div[sub[1,x],eml[1,x]]",0.3228833603652743,True,"pow[mul[x,x],eml[1,x]]",160.2514282882658,1.3885180310446483,2.6665638832052108,0.38998205000290254,0.5744618622872312,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
wealth_of_nations,Wealth of Nations,380080,9478,0.01,6.153907153699176,-467684.63586683,-0.0009465846926356714,"eml[sub[x,1],eml[x,1]]",0.3102430302400606,True,"pow[mul[x,x],eml[1,x]]",57.89031835115029,0.8449499247066583,2.4279189731287163,1.5956059037340382,0.44323145672331543,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
wealth_of_nations,Wealth of Nations,380080,9478,0.1,6.153912661465799,-467685.05444607773,-0.0009510726942526804,"eml[sub[x,1],eml[x,1]]",0.3103512133790526,True,"pow[mul[x,x],eml[1,x]]",57.89121925633516,0.8446648305109905,2.428420800097769,1.5963341487356524,0.4432331562556314,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
wealth_of_nations,Wealth of Nations,380080,9478,1.0,6.153915156493214,-467685.2440631713,-0.0009622038007360556,"eml[sub[x,1],eml[x,1]]",0.3101885707879314,True,"pow[mul[x,x],eml[1,x]]",57.88829583506155,0.8445263991832358,2.4290324545787043,1.5966760411391783,0.44322764120720615,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
wealth_of_nations,Wealth of Nations,380080,9478,10.0,6.1539263832399165,-467686.09727346717,-0.0009603883885560549,"eml[sub[x,1],eml[x,1]]",0.31067260316258183,True,"pow[mul[x,x],eml[1,x]]",57.882183360562976,0.8442184146785964,2.429387689148202,1.597309213900029,0.44321610909436926,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
wealth_of_nations,Wealth of Nations,380080,9478,100.0,6.153932083385938,-467686.5304731646,-0.0009629164802616719,"eml[sub[x,1],eml[x,1]]",0.31084462111558664,True,"pow[mul[x,x],eml[1,x]]",57.87740018566811,0.843876577310689,2.4301549920846384,1.5976340446073416,0.4432070840580375,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
les_miserables,Les Miserables,575614,22677,0.01,6.8001733408128215,-784910.00786332,-0.0008637904006603692,"eml[sub[x,1],eml[x,1]]",0.3867357984477706,True,"pow[mul[x,x],eml[1,x]]",44.57722854949139,1.8976108384727004,1.5216081784219961,2.191657937444141,0.37862028565160855,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
les_miserables,Les Miserables,575614,22677,0.1,6.800220700688515,-784915.4743769718,-0.0008817999925436193,"eml[sub[x,1],eml[x,1]]",0.3866699917020324,True,"pow[mul[x,x],eml[1,x]]",44.93237183751308,1.8909536689142594,1.5235102706597359,2.194762483176533,0.37941151798377915,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
les_miserables,Les Miserables,575614,22677,1.0,6.800294688001112,-784924.0143625283,-0.0009015605315825792,"eml[sub[x,1],eml[x,1]]",0.38707581386274625,True,"pow[mul[x,x],eml[1,x]]",45.31941551811669,1.8843283412808216,1.5254709664576784,2.195563000415461,0.3802667315580694,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
les_miserables,Les Miserables,575614,22677,10.0,6.800368321935039,-784932.5135593519,-0.0009226799568784472,"eml[sub[x,1],eml[x,1]]",0.38742553813990155,True,"pow[mul[x,x],eml[1,x]]",45.70685826846648,1.8780764818599085,1.527289132317561,2.194266109810412,0.38111554285366783,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
les_miserables,Les Miserables,575614,22677,100.0,6.800444403893097,-784941.2953193608,-0.0009394446481889862,"eml[sub[x,1],eml[x,1]]",0.3878878049794102,True,"pow[mul[x,x],eml[1,x]]",46.08016692154315,1.8717814648237456,1.5290168221823668,2.1924783373921715,0.38192661018762303,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
decline_and_fall_vol1,Decline and Fall Vol 1,262698,15983,0.01,6.717759356887849,-354200.57985126873,0.05895840935966784,"eml[neg[x],add[x,x]]",0.3602217993515119,True,"pow[mul[x,x],eml[1,x]]",156.95763865746775,0.26630447951069053,1.2550194377284953,4.962766067451528,0.5223503672132801,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
decline_and_fall_vol1,Decline and Fall Vol 1,262698,15983,0.1,6.716407380588885,-354129.29554892954,0.0023099749477493714,"div[sub[1,x],eml[1,x]]",0.3969517347373779,True,"pow[mul[x,x],eml[1,x]]",170.69157157556594,1.864869305765821,2.9473036184582972,3.7282288901696994,0.5310165379758,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
decline_and_fall_vol1,Decline and Fall Vol 1,262698,15983,1.0,6.71623776253716,-354120.3522675343,0.0014687433399240557,"eml[sub[x,1],eml[x,1]]",0.3936775842547223,True,"pow[mul[x,x],eml[1,x]]",167.76403380514242,1.847719087721212,2.9035451420339835,3.6400565830178686,0.5292292335634419,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
decline_and_fall_vol1,Decline and Fall Vol 1,262698,15983,10.0,6.7161645816952795,-354116.49373446533,0.0013567014502551267,"eml[sub[x,1],eml[x,1]]",0.39146519571550054,True,"pow[mul[x,x],eml[1,x]]",165.65306816481603,1.833671202969283,2.8808122710179482,3.5603562450054285,0.5279209978654024,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
decline_and_fall_vol1,Decline and Fall Vol 1,262698,15983,100.0,6.716065254303519,-354111.25659840734,0.0011540416478121596,"eml[sub[x,1],eml[x,1]]",0.3871781524918857,True,"pow[mul[x,x],eml[1,x]]",165.69793135736214,1.8235787245338155,2.8669502958157222,3.4918174603607555,0.527948974069885,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
emile,Emile,252843,11174,0.01,6.487042368210023,-329055.2241274534,0.0006331349646863937,"sub[sqrt[x],pow[x,x]]",0.404475577240033,True,"pow[mul[x,x],eml[1,x]]",91.34094772356369,3.451608254485219,1.5197791935960814,11.394424099312278,0.4843291625162282,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
emile,Emile,252843,11174,0.1,6.487074247430257,-329056.8412008998,-9.860921254545296e-07,"sub[sqrt[x],pow[x,x]]",0.4030767163675554,True,"pow[mul[x,x],eml[1,x]]",93.29827146155164,3.2077955697433524,1.5180869820969638,11.405950045023921,0.48660376963444407,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
emile,Emile,252843,11174,1.0,6.501815682039663,-329804.6004714619,0.12256832983582253,"eml[log[x],add[1,x]]",0.5568960781530019,True,"eml[mul[x,x],eml[1,x]]",4999.999494845022,2.079717611568145,5.999564299241144,5.724816740947514,0.9137300630251206,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
emile,Emile,252843,11174,10.0,6.486664102557857,-329036.0366022473,0.0007771515549549746,"sub[sqrt[x],pow[x,x]]",0.4063679577274478,True,"pow[mul[x,x],eml[1,x]]",3879.401601456524,1.8065643603034582,3.9838926844805864,3.9140305962662376,0.8865068567178901,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
emile,Emile,252843,11174,100.0,6.486614436645336,-329033.5172988347,0.0001315656891371919,"sub[sqrt[x],pow[x,x]]",0.40468347811124583,True,"pow[mul[x,x],eml[1,x]]",3871.244396775077,1.8043078266079728,3.9901331853777435,3.449445167253644,0.8862810405488567,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
ulysses,Ulysses,268854,28990,0.01,7.351417017450564,-393344.91893570987,-0.0003010312715741592,"eml[sub[x,1],eml[x,1]]",0.6726510432104359,True,"eml[mul[x,x],eml[1,x]]",215.9203040304714,3.0876263692524275,1.0760887129894912,1.2246035053171689,0.5231204922739485,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
ulysses,Ulysses,268854,28990,0.1,7.35154354946195,-393351.6891575111,-0.0003204058988343639,"eml[sub[x,1],eml[x,1]]",0.6746397249639067,True,"eml[mul[x,x],eml[1,x]]",215.30537413069638,3.1343724316649766,1.079725639905234,1.2316906480512824,0.5228429162994044,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
ulysses,Ulysses,268854,28990,1.0,7.38426704446705,-395102.59248125396,0.29963569263691364,"div[mul[x,x],add[1,x]]",0.9879559660053281,True,"mul[mul[x,x],add[x,x]]",4999.999378812811,2.7608374431350193,2.9714414786392034,1.2318141812332377,0.8289476003714659,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
ulysses,Ulysses,268854,28990,10.0,7.355358180439568,-393555.7948025995,0.0020873625049239175,"sub[sqrt[x],pow[x,x]]",0.7215413372524028,True,"eml[mul[x,x],eml[1,x]]",4443.298825584915,3.0223726156868045,1.6833789845517542,1.5998944319325457,0.8174591250477174,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
ulysses,Ulysses,268854,28990,100.0,7.401479849094251,-396023.580805637,0.008652339100448547,"sub[div[x,1],sqrt[x]]",0.62507252773635,True,"eml[mul[x,x],eml[1,x]]",2222.0453912276653,3.098987385318046,1.6276715980551406,21.260198994780364,0.7500149621454947,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
collected_poe,Collected Poe,91801,9312,0.01,6.666460738573231,-122722.8757363946,0.0020925375023407577,"sub[sqrt[x],pow[x,x]]",0.5355175720880488,True,"eml[mul[x,x],eml[1,x]]",117.28713642433675,2.2650600315389213,1.3068177237343115,5.438272328318421,0.5213474381914153,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
collected_poe,Collected Poe,91801,9312,0.1,6.666452850222116,-122722.73051973894,0.0020778353719054232,"sub[sqrt[x],pow[x,x]]",0.5353510138054566,True,"eml[mul[x,x],eml[1,x]]",117.28512303781245,2.26387982779429,1.306525025263168,5.43038780618896,0.5213455598306295,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
collected_poe,Collected Poe,91801,9312,1.0,6.691595366654466,-123185.57910474206,0.23298068756458798,"div[mul[x,x],add[1,x]]",0.8325206334428943,True,"eml[mul[x,x],eml[1,x]]",4044.768349145362,2.173000548426246,5.999360722624693,0.001596080137793443,0.9087565147513078,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
collected_poe,Collected Poe,91801,9312,10.0,6.666806220141216,-122729.23570657964,-0.0004649731386911493,"sub[sqrt[x],pow[x,x]]",0.5151188588645442,True,"eml[mul[x,x],eml[1,x]]",114.29514760995568,2.139495402317627,1.0014011676303292,0.0035429881016873378,0.5185199076469357,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
collected_poe,Collected Poe,91801,9312,100.0,6.689425090697417,-123145.62649464875,0.00487806644542596,"sub[sqrt[x],pow[x,x]]",0.5932033085789867,True,"eml[mul[x,x],eml[1,x]]",284.6796224226263,1.711149928438005,5.999487795091932,0.001596080137793927,0.6183748579588083,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
principia_ethica,Principia Ethica,98676,3814,0.01,5.90892846439118,-115679.09254738613,-0.0014878826952830493,"eml[sub[x,1],eml[x,1]]",0.33935505154651324,True,"pow[mul[x,x],eml[1,x]]",72.84535350105345,0.6959858798145394,1.8752536006220828,99.9994594222081,0.5200234258929187,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
principia_ethica,Principia Ethica,98676,3814,0.1,5.90893096503513,-115679.14150249274,-0.0014756659491854673,"eml[sub[x,1],eml[x,1]]",0.33943086234067477,True,"pow[mul[x,x],eml[1,x]]",73.02846674316545,0.6954307851771,1.8752696852976116,99.99948979062896,0.5203278692084481,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
principia_ethica,Principia Ethica,98676,3814,1.0,5.908936240116713,-115679.24477276488,-0.001464915745243045,"eml[sub[x,1],eml[x,1]]",0.33976992678284634,True,"pow[mul[x,x],eml[1,x]]",73.05777226580005,0.695129382216395,1.8754390538814618,99.99949106140485,0.5203765215770014,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
principia_ethica,Principia Ethica,98676,3814,10.0,5.9089302342787375,-115679.12719647484,-0.0014796447455420747,"eml[sub[x,1],eml[x,1]]",0.33935212626692124,True,"pow[mul[x,x],eml[1,x]]",73.04828580909978,0.6956063879017356,1.8752397697819914,99.99947107902119,0.5203607745118203,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
principia_ethica,Principia Ethica,98676,3814,100.0,5.908934944556472,-115679.21940958205,-0.001467357254108903,"eml[sub[x,1],eml[x,1]]",0.3396767346671774,True,"pow[mul[x,x],eml[1,x]]",73.02714467318992,0.6953124430012577,1.875380775452186,99.99956548071351,0.5203256738774242,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
critique_of_pure_reason,Critique of Pure Reason,209795,6537,0.01,5.95236178854506,-249320.6258749984,-0.0005259055085557185,"eml[sub[x,1],eml[x,1]]",0.38366850939518615,True,"pow[mul[x,x],eml[1,x]]",98.78788577650396,0.49309242730476016,1.6656261670719328,18.056581346232978,0.5228062428861471,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
critique_of_pure_reason,Critique of Pure Reason,209795,6537,0.1,5.952102260038946,-249309.75526399128,0.00033760964533563476,"sub[pow[x,x],sqrt[x]]",0.3745690580407306,True,"pow[mul[x,x],eml[1,x]]",98.83496942625017,0.5812502590709494,1.662334361303159,18.226221972225638,0.5228604816320829,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
critique_of_pure_reason,Critique of Pure Reason,209795,6537,1.0,5.952073344427013,-249308.54410466985,0.0009112558442261887,"sub[pow[x,x],sqrt[x]]",0.3727523627491336,True,"pow[mul[x,x],eml[1,x]]",98.6398448676193,0.5929034380335404,1.6623630008175383,18.446562988042402,0.5226355362709195,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
critique_of_pure_reason,Critique of Pure Reason,209795,6537,10.0,5.959630365569128,-249625.07749222848,-0.00020953866007156208,"eml[sub[x,1],eml[x,1]]",0.4007029760519877,True,"pow[mul[x,x],eml[1,x]]",2137.558178320856,0.6236713906875461,5.999589861341042,0.0015960801377943312,0.8727621537303349,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
critique_of_pure_reason,Critique of Pure Reason,209795,6537,100.0,5.957635466886555,-249541.51916601023,0.0003484104533270638,"sub[pow[x,x],sqrt[x]]",0.39143910540849125,True,"pow[mul[x,x],eml[1,x]]",2003.847078461199,0.6331071355127089,2.709001579801045,99.99997990970965,0.8654094446282415,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
